Country,Parent,Capacity (GW),Type
China,China Datang Corp Ltd,37.85448,Coal
China,State Power Investment Corp Ltd,34.30711,Coal
China,Zhejiang Zheneng Electric Power Co Ltd,32.47026,Coal
China,China Huaneng Group Co Ltd,25.22267,Coal
China,Beijing Jingneng Power Co Ltd,20.80211,Coal
China,Unknown,18.6415506,Coal
China,Guangdong Electric Power Development Co Ltd,16.63405,Coal
China,An Hui Wenergy Co Ltd,15.948459999999999,Coal
China,Shaanxi Coal and Chemical Industry Co Ltd,13.482415000000001,Coal
China,Jiangsu Guoxin Corp Ltd,12.337,Coal
China,China Power International Development Co Ltd,12.136239999999999,Coal
China,Huaihe Energy Holding Group Co Ltd,12.10624,Coal
China,China Yangzi River Three Gorges Group Co Ltd,39.444300000000005,Hydropower
China,State Grid Xinyuan Co Ltd,27.407,Hydropower
China,Unknown,16.5854,Hydropower
China,State Power Investment Group Upper Yellow River Hydropower Development Co Ltd,12.835,Hydropower
China,China Huaneng Group Co Ltd,11.952,Hydropower
China,publicly traded shares,10.226300000000002,Hydropower
China,State Development Investment Corporation Power Shareholding Co Ltd,9.424,Hydropower
China,Sichuan Chuantou Energy Shareholding Co Ltd,8.815,Hydropower
China,State Energy Investment Dadu River Valley Hydropower Development Co Ltd,8.702,Hydropower
China,Yunnan Province Energy Investment Group Co Ltd,8.375350000000001,Hydropower
China,China Southern Power Grid Peak Shaving and Frequency Modulation Power Generation Co Ltd,7.782,Hydropower
China,State Grid Xinyuan Hydropower Co Ltd,6.08,Hydropower
China,Guangxi Guiguan Electric Power Co Ltd,6.01135,Hydropower
China,China Huadian Group Co Ltd,5.52545,Hydropower
China,Hong Kong Central Accounting Co Ltd,5.113150000000001,Hydropower
China,State Grid Corporation of China,5.0,Hydropower
China,Datang International Sichuan Power Generation Co Ltd,4.7,Hydropower
China,Guizhou Wujiang Energy Investment Co Ltd,4.59055,Hydropower
China,Datang Yunnan Power Generation Co Ltd,4.184,Hydropower
China,Huadian Yunnan Power Generation Co Ltd,4.084,Hydropower
China,China National Nuclear Power Co Ltd,23.573,Nuclear
China,CGNPC Nuclear Power Investment Co Ltd,8.886,Nuclear
China,China General Nuclear Power Co Ltd,8.496,Nuclear
China,Guangxi Fangchenggang CGN Nuclear Power Industry Investment Co Ltd,4.532,Nuclear
China,CGN Ninghe Investment Co Ltd,4.356,Nuclear
China,Taishan Nuclear Power Industry Investment Co Ltd,3.5,Nuclear
China,State Power Investment Nuclear Energy Co Ltd,2.5,Nuclear
China,Guandong Nuclear Power Joint Venture Co Ltd,2.01,Nuclear
China,State Nuclear Power Technology Co Ltd,1.534,Nuclear
China,Huaneng Nuclear Power Development Co Ltd,1.3,Nuclear
China,China Huaneng Group Co Ltd,0.211,Nuclear
China,Huaneng Power International Inc,9.45172168,Oil and gas
China,Guangdong Electric Power Development Co Ltd,9.03035,Oil and gas
China,Huadian Power International Co Ltd,8.1212976,Oil and gas
China,Shenzhen Energy Group Co Ltd,7.329775,Oil and gas
China,Datang International Power Generation Co Ltd,6.00604,Oil and gas
China,China Huadian Corp Ltd,5.788316,Oil and gas
China,China National Offshore Oil Corp,5.36097,Oil and gas
China,Zhejiang Zheneng Electric Power Co Ltd,4.9440100000000005,Oil and gas
China,Beijing Jingneng Clean Energy Co Ltd,4.526800000000001,Oil and gas
China,Shanghai Electric Power Co Ltd,4.22833,Oil and gas
China,Shenergy Co Ltd,3.6892,Oil and gas
China,Unknown,3.0040450666666665,Oil and gas
China,Chengdu Caihong Environmental Protection Technology Co Ltd,2.74,Oil and gas
China,State Power Investment Corp Ltd,2.5646,Oil and gas
China,Tianjin STATE-OWNED CAPITAL Investment and Management Co Ltd,2.3369,Oil and gas
China,China Shenhua Energy Co Ltd,2.036,Oil and gas
China,GCL Energy Technology Co Ltd,1.9300460000000002,Oil and gas
China,Jiangsu Guoxin Corp Ltd,1.7748400000000002,Oil and gas
China,Kunlun Energy Co Ltd,1.7390999999999999,Oil and gas
China,Wintime ENERGY Group Co Ltd,1.66,Oil and gas
China,Unknown,106.61484307966316,Utility-scale solar
China,Tianjin China Green Power Investment Co Ltd,10.390031452922077,Utility-scale solar
China,China Three Gorges Renewables (Group) Co Ltd,6.648344547483767,Utility-scale solar
China,China Nuclear Huineng Co Ltd,5.3959863920454545,Utility-scale solar
China,Huadian New Energy Group Co Ltd,5.293055355174514,Utility-scale solar
China,China Three Gorges New Energy (Group) Co Ltd,4.685908537743507,Utility-scale solar
China,China Huaneng Group Co Ltd,4.4802497562905845,Utility-scale solar
China,China Power International Development Co Ltd,3.7431498599837663,Utility-scale solar
China,Huaneng Power International Inc,3.579625812195617,Utility-scale solar
China,State Power Investment Corp Ltd,3.4748638315746754,Utility-scale solar
China,China Resources Power New Energy Investment Co Ltd,3.4007278003246757,Utility-scale solar
China,Huaneng Renewables Corp Ltd,3.381602440340909,Utility-scale solar
China,CECEP Solar Energy Technology Co Ltd,3.1610267386363633,Utility-scale solar
China,Huaneng Lancangjiang New Energy Co Ltd,3.1122420954545453,Utility-scale solar
China,Inner Mongolia Energy Group Co Ltd,3.0837341720779223,Utility-scale solar
China,Ningxia Longyuan New Energy Co Ltd,3.0,Utility-scale solar
China,Ningxia Power Investment Yongli (Zhongwei) New Energy Co Ltd,3.0,Utility-scale solar
China,China Guangdong Nuclear Solar Energy Development Co Ltd,2.96851953125,Utility-scale solar
China,Qinghai Upper Yellow River Hydropower Development Co Ltd,2.8717309456168834,Utility-scale solar
China,China Huadian Corp Ltd,2.7242369263392856,Utility-scale solar
China,Unknown,199.841826,Wind
China,China Longyuan Power Group Corp Ltd,7.962899999999999,Wind
China,China Guangdong Nuclear Wind Energy Ltd,5.7200299999999995,Wind
China,Xinjiang Huadian Tianshan Power Generation Co Ltd,4.2,Wind
China,Huaneng Renewables Corp Ltd,4.0874,Wind
China,China Resources Power New Energy Investment Co Ltd,3.8448146666666667,Wind
China,Huadian New Energy Group Co Ltd,3.65935,Wind
China,Huaneng New Energy Co Ltd,3.2982,Wind
China,Inner Mongolia Energy Group Co Ltd,2.794,Wind
China,China Three Gorges Renewables (Group) Co Ltd,2.602,Wind
China,Inner Mongolia Huifeng Energy Co Ltd,2.5,Wind
China,Yunnan Energy Investment Co Ltd,2.4043,Wind
China,Qinghai Yellow River Upstream Hydropower Development CO LTD Gonghe Windpower Branch,2.35,Wind
China,China Energy Investment Group,2.239,Wind
China,China Guangdong Nuclear (Xing'an Leauge) New Energy LTD Keyouzhong Banner Branch Co,2.0,Wind
China,China Three Gorges New Energy (Group) Co Ltd,1.975,Wind
China,China Datang Corporation Renewable Power Co Ltd,1.96913,Wind
China,China Energy Investment Group New Energy Co Ltd,1.9521700000000002,Wind
China,Huadian Fuxin Energy Development Co Ltd.,1.8833,Wind
China,Datang International Power Generation Co Ltd,1.8560999999999999,Wind
China,Others,16.97634,Bioenergy
China,Others,595.2878144,Coal
China,Others,142.88168,Hydropower
China,Others,91.69514265333333,Oil and gas
China,Others,388.6730164118547,Utility-scale solar
China,Others,282.9638443333333,Wind
Colombia,Unknown,0.052,Bioenergy
Colombia,Riopaila Energía SASESP,0.036,Bioenergy
Colombia,Bioenergy SA,0.035,Bioenergy
Colombia,Ingenio Risaralda SA,0.0345,Bioenergy
Colombia,Ingenio Providencia SA,0.034,Bioenergy
Colombia,Smurfit Westrock PLC,0.021,Bioenergy
Colombia,Manuelita SA,0.019,Bioenergy
Colombia,Gecelca SA ESP,0.709,Coal
Colombia,Colgener SA,0.335,Coal
Colombia,Gensa SA ESP,0.178,Coal
Colombia,Luz y Fuerza de San Lorenzo SA de CV,0.165,Coal
Colombia,Enel Américas SA,0.129498,Coal
Colombia,Grupo Energía Bogotá SA ESP,0.09605,Coal
Colombia,Empresas Públicas De Medellin ESP,3.821,Hydropower
Colombia,Enel Generación,2.76752,Hydropower
Colombia,ISAGEN Energía Productiva,2.706,Hydropower
Colombia,AES Colombia,1.0,Hydropower
Colombia,Celsia Colombia SA ESP,0.845,Hydropower
Colombia,Emprea Urrá SA,0.34,Hydropower
Colombia,Grupo Energía Bogotá SA ESP,0.16524,Hydropower
Colombia,Central Hidroeléctrica de Caldas SA ESP,0.135,Hydropower
Colombia,Hidralpor SAS ESP,0.133,Hydropower
Colombia,Epsa SA ESP,0.058,Hydropower
Colombia,Isagen,0.052,Hydropower
Colombia,CELSIA SA,0.051,Hydropower
Colombia,Empresas Públicas de Medellín ESP,0.46,Oil and gas
Colombia,Moneda Asset Management SpA,0.454104,Oil and gas
Colombia,Partners Group AG,0.4255,Oil and gas
Colombia,Celsia Colombia SA ESP,0.376,Oil and gas
Colombia,Rattan Holding SA,0.3,Oil and gas
Colombia,Primerose Inc,0.299768,Oil and gas
Colombia,TPL Co-Investment Fund LP,0.299768,Oil and gas
Colombia,SCL Energia Activa SA,0.21369600000000002,Oil and gas
Colombia,SMN Termocartagena SAS,0.203,Oil and gas
Colombia,Haina Energy Holdings II,0.11339999999999999,Oil and gas
Colombia,Proeléctrica & CIA SCA ESP,0.1,Oil and gas
Colombia,Glenfarne Group LLC,0.093,Oil and gas
Colombia,Empresas Municipales de Cali (Emcali) ESP,0.0792,Oil and gas
Colombia,Termo Caribe SASESP,0.052,Oil and gas
Colombia,Haina Investment Co Ltd,0.036599999999999994,Oil and gas
Colombia,Instituto de Financiamiento Promoción y Desarrollo de Caldas,0.00825,Oil and gas
Colombia,small shareholder(s),0.0017000000000000001,Oil and gas
Colombia,Unknown,0.6424038148148148,Utility-scale solar
Colombia,Enel Green Power SpA,0.588,Utility-scale solar
Colombia,Enel Colombia SA ESP,0.2,Utility-scale solar
Colombia,ISAGEN Energía Productiva,0.197,Utility-scale solar
Colombia,Atlas Renewable Energy,0.16,Utility-scale solar
Colombia,Ecopetrol SA,0.1256,Utility-scale solar
Colombia,Enerfin Servicios SA,0.102,Utility-scale solar
Colombia,Enel SpA,0.1,Utility-scale solar
Colombia,Solarpack,0.0999,Utility-scale solar
Colombia,Celsia Colombia SA ESP,0.07599483333333333,Utility-scale solar
Colombia,Canadian Solar,0.05,Utility-scale solar
Colombia,Atlántica Colombia SASESP,0.0499,Utility-scale solar
Colombia,Empresa De Energia Del Pacifico SA,0.039799999999999995,Utility-scale solar
Colombia,Grupo Ecoener SA,0.035,Utility-scale solar
Colombia,Green Yellow Energia De Colombia SAS,0.0198,Utility-scale solar
Colombia,MPC Energy Solutions,0.01945,Utility-scale solar
Colombia,Grupo Familia,0.019100000000000002,Utility-scale solar
Colombia,Akuo Energy SAS,0.009949999999999999,Utility-scale solar
Colombia,Negratín,0.009800000000000001,Utility-scale solar
Colombia,Parque Eólico Vientos Galerazamba SAS,0.06,Wind
Colombia,ISAGEN Energía Productiva,0.032,Wind
Colombia,Unknown,0.0099,Wind
Colombia,Grupo Argos SA,0.008,Wind
Comoros,Unknown,0.023029505181347148,Utility-scale solar
Cook Islands,Unknown,0.0010298697318007663,Utility-scale solar
Costa Rica,Ingenio Taboga SA,0.0325,Bioenergy
Costa Rica,Azucarera El Viejo SA,0.017,Bioenergy
Costa Rica,Costa Rican Electricity Institute (ICE),0.2,Geothermal
Costa Rica,Unknown,0.048,Geothermal
Costa Rica,Instituto Costarricense de Electricidad,0.005,Geothermal
Costa Rica,Instituto Costarricense de Electricidad,1.363,Hydropower
Costa Rica,Costa Rican Electricity Institute (ICE),0.115,Hydropower
Costa Rica,Enel Green Power SpA,0.05,Hydropower
Costa Rica,Global Power Generation,0.05,Hydropower
Costa Rica,Grupo ICE,0.049,Hydropower
Costa Rica,Instituto Costarricense de Electricidad,0.4007,Oil and gas
Costa Rica,Cube Mobile Power Holdco Ltd,0.1095,Oil and gas
Costa Rica,General De Equipos de Colombia SA,0.0365,Oil and gas
Costa Rica,Unknown,0.0218,Utility-scale solar
Costa Rica,Corporación Multi Inversiones (CMI),0.153,Wind
Costa Rica,Acciona Energía SAU,0.05,Wind
Costa Rica,Grupo Argos SA,0.05,Wind
Costa Rica,Inversiones Eólicas de Costa Rica SA,0.0344,Wind
Costa Rica,Coopeguanacaste RL,0.03,Wind
Costa Rica,MPC Capital,0.021,Wind
Costa Rica,Hunt Energy Horizons LLC,0.02,Wind
Costa Rica,Grupo ICE,0.0132,Wind
Costa Rica,Coopesantos RL,0.013,Wind
Costa Rica,Aerogeneración de Centroamérica SA,0.012,Wind
Costa Rica,Grupo Ecoenergia,0.012,Wind
Costa Rica,Molinos de Viento del Arenal SA,0.012,Wind
Costa Rica,Unknown,0.0068,Wind
Costa Rica,Constructora MECO,0.005,Wind
Costa Rica,Grupo Marshall,0.005,Wind
Costa Rica,Juwi GmbH,0.005,Wind
Croatia,Hrvatska elektroprivreda dd,0.217,Coal
Croatia,Unknown,0.0361,Geothermal
Croatia,HEP Generation Ltd,1.569,Hydropower
Croatia,HEP-Proizvodnja doo,0.102,Hydropower
Croatia,Unknown,0.042,Hydropower
Croatia,Hrvatska elektroprivreda dd,1.3858,Oil and gas
Croatia,Yildirim Holding AŞ,0.019075,Oil and gas
Croatia,Unknown,0.015925,Oil and gas
Croatia,Unknown,0.2716,Utility-scale solar
Croatia,Norinco International Cooperation Ltd,0.156,Wind
Croatia,Lager Group,0.13,Wind
Croatia,WPD AG,0.092,Wind
Croatia,Professio Energia dd,0.078,Wind
Croatia,Acciona Energía SAU,0.06,Wind
Croatia,Dalekovod dd,0.06,Wind
Croatia,Hrvatska elektroprivreda dd,0.058,Wind
Croatia,ENCRO doo,0.0555,Wind
Croatia,Taaleri Energia,0.0555,Wind
Croatia,Enlight Renewable Energy,0.049,Wind
Croatia,Postak doo,0.044,Wind
Croatia,Achema Group,0.042,Wind
Croatia,Wallenborn Bora GmbH,0.042,Wind
Croatia,Petrol Group,0.0405,Wind
Croatia,Crescent Capital Group LP,0.021,Wind
Croatia,EnerCap Capital Partners,0.021,Wind
Croatia,EKO,0.018,Wind
Croatia,Končar Group,0.015,Wind
Croatia,Unknown,0.014,Wind
Croatia,KI-KELAG International GmbH,0.012,Wind
Croatia,Others,0.0315,Wind
Cuba,Biopower SA,0.06,Bioenergy
Cuba,Unión Eléctrica de Cuba,0.854838,Oil and gas
Cuba,Cuba Petróleo SA,0.16183799999999995,Oil and gas
Cuba,Sherritt International Corp,0.16183799999999995,Oil and gas
Cuba,Karadeniz Holding AŞ,0.063,Oil and gas
Cuba,Unknown,0.712278574074074,Utility-scale solar
Cuba,Hive Energy,0.053853,Utility-scale solar
Cuba,Unión Eléctrica de Cuba,0.042007444444444444,Utility-scale solar
Cuba,Thai Binh Green Power Investment Corp,0.022058703703703702,Utility-scale solar
Cuba,Empresa Constructora de Obras de Arquitectura,0.0096,Wind
Cuba,Union Electrica de Cuba,0.0016,Wind
Curaçao,Aspiravi NV,0.0385,Wind
Curaçao,NuCapital Inc,0.031,Wind
Cyprus,Electricity Authority of Cyprus,1.48,Oil and gas
Cyprus,Kıbrıs Türk Elektrik Kurumu - Kıb-Tek,0.26,Oil and gas
Cyprus,Aksa Enerji Uretim AŞ,0.113,Oil and gas
Cyprus,Unknown,0.3959,Utility-scale solar
Cyprus,Ancala Partners LLP,0.082,Wind
Cyprus,Ketonis Developments Ltd,0.032,Wind
Cyprus,Iberdrola SA,0.02,Wind
Cyprus,Aeolian Dynamics Ltd,0.011,Wind
Cyprus,Moglia Trading Ltd,0.011,Wind
Czech Republic,CEZ AS,0.03,Bioenergy
Czech Republic,SAKO Brno AS,0.022699999999999998,Bioenergy
Czech Republic,Plzeňská Teplárenská AS,0.0075,Bioenergy
Czech Republic,CEZ AS,2.887,Coal
Czech Republic,Sev.en Energy AG,2.2556,Coal
Czech Republic,Energetický a průmyslový holding AS,0.459834,Coal
Czech Republic,Veolia Environnement SA,0.282,Coal
Czech Republic,City of Pilsen,0.2028,Coal
Czech Republic,Carbounion Holding AS,0.138,Coal
Czech Republic,natural person(s),0.138,Coal
Czech Republic,Mondi PLC,0.094,Coal
Czech Republic,Volkswagen AG,0.07,Coal
Czech Republic,Natland Energo Holding AS,0.038,Coal
Czech Republic,Minerfin AS,0.032,Coal
Czech Republic,ČEZ Group,1.722,Hydropower
Czech Republic,CEZ AS,0.045,Hydropower
Czech Republic,CEZ AS,4.164,Nuclear
Czech Republic,CEZ AS,0.897,Oil and gas
Czech Republic,SUAS Group AS,0.4,Oil and gas
Czech Republic,Teplárny Brno AS,0.179,Oil and gas
Czech Republic,Creditas BV,0.108,Oil and gas
Czech Republic,Synthos Group SA,0.101,Oil and gas
Czech Republic,Carpaterra Capital Partners sro,0.06,Oil and gas
Czech Republic,Sev.en Energy AG,0.051,Oil and gas
Czech Republic,Lama Energy Group,0.023,Oil and gas
Czech Republic,Unknown,2.6708000000000003,Utility-scale solar
Czech Republic,CEZ AS,0.07872,Utility-scale solar
Czech Republic,DECCI,0.030449999999999998,Utility-scale solar
Czech Republic,Jufa Investment Group,0.01914,Utility-scale solar
Czech Republic,Unknown,0.05,Wind
Czech Republic,ecoenerg Windkraft GmbH & Co KG,0.042,Wind
Czech Republic,Micronix Group,0.027,Wind
Czech Republic,Větrná energie HL SRO (VEHL),0.018,Wind
Czech Republic,WSB Neue Energien Holding GmbH,0.014,Wind
Côte d'Ivoire,Eranove,0.50544,Hydropower
Côte d'Ivoire,Unknown,0.24336000000000002,Hydropower
Côte d'Ivoire,Government of Côte d'Ivoire,0.1404,Hydropower
Côte d'Ivoire,Compagnie Ivoirienne d'Electricité (CIE),0.046799999999999994,Hydropower
Côte d'Ivoire,Emerging Capital Partners,0.368106,Oil and gas
Côte d'Ivoire,Unknown,0.26962200000000003,Oil and gas
Côte d'Ivoire,Cube Mobile Power Holdco Ltd,0.2,Oil and gas
Côte d'Ivoire,Norwegian Investment Fund for developing countries,0.16470300000000002,Oil and gas
Côte d'Ivoire,AXA SA,0.118272,Oil and gas
Côte d'Ivoire,Aga Khan Fund for Economic Development,0.06702200000000001,Oil and gas
Côte d'Ivoire,Industrial Promotion Services (West Africa) SA,0.024242,Oil and gas
Côte d'Ivoire,International Finance Corp,0.024242,Oil and gas
Côte d'Ivoire,small shareholder(s),0.019964,Oil and gas
Côte d'Ivoire,Kreditanstalt für Wiederaufbau,0.014973,Oil and gas
Côte d'Ivoire,Banque Internationale pour le Commerce et l’Industrie de la Côte d’Ivoire,0.012834000000000002,Oil and gas
Côte d'Ivoire,CI-Energies,0.01653,Utility-scale solar
Côte d'Ivoire,Kreditanstalt für Wiederaufbau,0.01653,Utility-scale solar
DR Congo,Societe Nationale d'Electricite (SNEL),2.446,Hydropower
DR Congo,China Railway Resources Group,0.12,Hydropower
DR Congo,Power Construction Corporation of China Ltd,0.12,Hydropower
DR Congo,Ministere De L'energie,0.064,Hydropower
DR Congo,Unknown,0.016399999999999998,Utility-scale solar
DR Congo,Barrick Mining Corp,0.014442694300518134,Utility-scale solar
Denmark,Ørsted A/S,1.402,Bioenergy
Denmark,HOFOR A/S,0.218,Bioenergy
Denmark,I/S Amager Resourcecenter,0.063,Bioenergy
Denmark,Fjernvarme Fyn A/S,0.059,Bioenergy
Denmark,Verdo Holding A/S,0.052,Bioenergy
Denmark,Vestforbrænding I/S,0.039,Bioenergy
Denmark,City of Aarhaus,0.037,Bioenergy
Denmark,Ostkraft Holding A/S,0.037,Bioenergy
Denmark,Maabjerg Energy Center Holding A/S,0.027,Bioenergy
Denmark,Aalborg Forsyning A/S,0.411,Coal
Denmark,Municipality of Odense,0.35114,Oil and gas
Denmark,Energy Trading Innovations LLC,0.273,Oil and gas
Denmark,Ørsted A/S,0.181,Oil and gas
Denmark,Silkeborg Forsyning A/S,0.1082,Oil and gas
Denmark,Hjorring Varmeforsyning AMBA,0.059,Oil and gas
Denmark,Energi Viborg A/S,0.055,Oil and gas
Denmark,Sønderborg Fjernvarme Amba,0.052,Oil and gas
Denmark,Nordic Energy Invest AS,0.05,Oil and gas
Denmark,Equinor ASA,0.038,Oil and gas
Denmark,Nouryon Speciality Chemicals BV,0.025,Oil and gas
Denmark,small shareholder(s),0.01086,Oil and gas
Denmark,Unknown,0.8046516049382716,Utility-scale solar
Denmark,European Energy A/S,0.6867530123456791,Utility-scale solar
Denmark,BeGreen AS,0.290145,Utility-scale solar
Denmark,Better Energy,0.24075339506172838,Utility-scale solar
Denmark,Alight AB,0.18705000000000002,Utility-scale solar
Denmark,Heartland,0.18009,Utility-scale solar
Denmark,Encavis AG,0.09135,Utility-scale solar
Denmark,Infranode,0.08456399999999999,Utility-scale solar
Denmark,GreenGo Energy Group,0.059595,Utility-scale solar
Denmark,WIRCON GmbH,0.05307,Utility-scale solar
Denmark,Conquest Group,0.04826999999999999,Utility-scale solar
Denmark,Andel AMBA,0.047850000000000004,Utility-scale solar
Denmark,Allianz Global Investors,0.045,Utility-scale solar
Denmark,LHI Group,0.0435,Utility-scale solar
Denmark,Eurowind Energy A/S,0.039504691358024695,Utility-scale solar
Denmark,Nordic Solar SA,0.02784,Utility-scale solar
Denmark,Doral Renewables LLC,0.0261,Utility-scale solar
Denmark,Mitsui & Co Ltd,0.0225151975308642,Utility-scale solar
Denmark,NRGi,0.0225,Utility-scale solar
Denmark,Skovgaard Invest ApS,0.02088,Utility-scale solar
Denmark,Vattenfall AB,1.6188,Wind
Denmark,European Energy A/S,0.46331,Wind
Denmark,Ørsted A/S,0.33706,Wind
Denmark,Unknown,0.27932999999999997,Wind
Denmark,Energinet,0.209,Wind
Denmark,Andel Holding A/S,0.16560000000000002,Wind
Denmark,Pension Danmark,0.12,Wind
Denmark,Wind Estate A/S,0.11,Wind
Denmark,Community Ownership,0.108,Wind
Denmark,Eurowind Energy A/S,0.0855,Wind
Denmark,Energi E2 AS,0.083,Wind
Denmark,HOFOR A/S,0.082,Wind
Denmark,PKA,0.08,Wind
Denmark,SUSI Partners AG,0.06675333333333333,Wind
Denmark,GK Energi ApS,0.057,Wind
Denmark,WIND1 A/S,0.0516,Wind
Denmark,RWE AG,0.041400000000000006,Wind
Denmark,Best Energy,0.04,Wind
Denmark,Encavis AG,0.039,Wind
Denmark,Energicenter Nord ApS,0.036,Wind
Denmark,Others,0.012615,Utility-scale solar
Denmark,Others,0.9299466666666667,Wind
Djibouti,Unknown,0.108,Oil and gas
Djibouti,Unknown,0.14952694300518135,Utility-scale solar
Djibouti,Red Sea Power,0.059,Wind
Dominican Republic,San Pedro Bio Energy SA,0.03,Bioenergy
Dominican Republic,Consorcio Azucarero Central SA,0.007,Bioenergy
Dominican Republic,Consorcio Azucarero de Empresas Industriales SA,0.007,Bioenergy
Dominican Republic,Empresa de Generación Eléctrica Punta Catalina SA,0.752,Coal
Dominican Republic,Fondo Patrimonial de las Empresas Reformadas,0.13,Coal
Dominican Republic,Grupo Linda,0.13,Coal
Dominican Republic,InterEnergy Holdings,0.052,Coal
Dominican Republic,Unknown,0.0,Coal
Dominican Republic,Empresa de Generación Hidroeléctrica Dominicana (EGEHID),0.434,Hydropower
Dominican Republic,Corporación Dominicana de Empresas Eléctricas Estatales,0.05,Hydropower
Dominican Republic,InterEnergy Holdings,0.7788999999999999,Oil and gas
Dominican Republic,AES Corp,0.48951599999999995,Oil and gas
Dominican Republic,Seaboard Corp,0.261,Oil and gas
Dominican Republic,Naturgy Energy Group SA,0.2015,Oil and gas
Dominican Republic,Americano Nickel Ltd,0.198,Oil and gas
Dominican Republic,Karadeniz Holding AŞ,0.1766,Oil and gas
Dominican Republic,Barrick Mining Corp,0.135,Oil and gas
Dominican Republic,Lear Investments SA,0.1014,Oil and gas
Dominican Republic,Newmont Corp,0.09,Oil and gas
Dominican Republic,Soluciones en Gas Natural SA,0.0693,Oil and gas
Dominican Republic,Los Orígenes Power Plant SRL,0.060700000000000004,Oil and gas
Dominican Republic,Consorcio Energético Punta Cana-Macao SA,0.051,Oil and gas
Dominican Republic,Laesa Ltd,0.051,Oil and gas
Dominican Republic,Empresa Generadora de Electricidad Haina SA,0.26789999999999997,Utility-scale solar
Dominican Republic,AES Corp,0.10654999999999999,Utility-scale solar
Dominican Republic,Washington Capital Global Finance,0.1,Utility-scale solar
Dominican Republic,Acciona SA,0.073593,Utility-scale solar
Dominican Republic,Grupo País,0.07070699999999999,Utility-scale solar
Dominican Republic,MPC Caribbean Clean Energy,0.066714,Utility-scale solar
Dominican Republic,Isofoton,0.058,Utility-scale solar
Dominican Republic,Grupo Rensa,0.0506,Utility-scale solar
Dominican Republic,Blue Elephant Energy AG (BEE),0.05046,Utility-scale solar
Dominican Republic,Koror Business SRL,0.05,Utility-scale solar
Dominican Republic,Akuo Energy SAS,0.05,Utility-scale solar
Dominican Republic,Gamesa Electric,0.05,Utility-scale solar
Dominican Republic,Consorcio Energético Punta Cana-Macao SA,0.028602,Utility-scale solar
Dominican Republic,Unknown,0.025,Utility-scale solar
Dominican Republic,Phinie and CO Development SRL,0.02175,Utility-scale solar
Dominican Republic,Maranatha Energy Investment,0.009810416666666667,Utility-scale solar
Dominican Republic,Aeropuerto Internacional Cibao SA,0.00261,Utility-scale solar
Dominican Republic,Empresa de Generación Hidroeléctrica Dominicana (EGEHID),0.00261,Utility-scale solar
Dominican Republic,Parque Industrial ITABO,0.0009810416666666667,Utility-scale solar
Dominican Republic,Empresa Generadora de Electricidad Haina SA,0.1834,Wind
Dominican Republic,Poseidón Renewable Energy Corp,0.098,Wind
Dominican Republic,AES Corp,0.05,Wind
Dominican Republic,Akuo Energy SAS,0.05,Wind
Dominican Republic,Dominicana Renovables SL,0.05,Wind
Dominican Republic,InverAvante,0.05,Wind
Dominican Republic,Parques Eólicos del Caribe SA,0.05,Wind
Dominican Republic,Jasper Caribbean Windpower,0.046,Wind
Dominican Republic,InterEnergy,0.034,Wind
Dominican Republic,Unknown,0.010100000000000001,Wind
EU27,Ørsted A/S,1.402,Bioenergy
EU27,Metsä Fibre Oy,0.725,Bioenergy
EU27,RWE AG,0.5,Bioenergy
EU27,Stora Enso Oyj,0.393,Bioenergy
EU27,Mälarenergi AB,0.356,Bioenergy
EU27,Stockholm Exergi AB,0.342,Bioenergy
EU27,Södra Skogsägarna Ek For,0.3311,Bioenergy
EU27,E.ON Sverige AB,0.299,Bioenergy
EU27,A2A SpA,0.2767,Bioenergy
EU27,Alholmens Kraft AB Oy,0.265,Bioenergy
EU27,UPM-Kymmene Oyj,0.249,Bioenergy
EU27,Magnon Green Energy SL,0.2341,Bioenergy
EU27,ENEA SA,0.225,Bioenergy
EU27,HOFOR A/S,0.218,Bioenergy
EU27,Albioma SAS,0.21030000000000001,Bioenergy
EU27,Mercer International Inc,0.197,Bioenergy
EU27,Jyväskylän Voima Oy,0.19,Bioenergy
EU27,Vattenfall AB,0.18530000000000002,Bioenergy
EU27,The Navigator Co,0.184,Bioenergy
EU27,Lahti Energia Oy,0.171,Bioenergy
EU27,PGE Polska Grupa Energetyczna SA,12.609399999999999,Coal
EU27,RWE AG,7.0648,Coal
EU27,ENEA SA,5.761,Coal
EU27,EnBW Energie Baden-Württemberg AG,5.590752,Coal
EU27,TAURON Polska Energia SA,4.4235,Coal
EU27,EP Group AS,2.9309000000000003,Coal
EU27,Unknown,2.8959,Coal
EU27,CEZ AS,2.887,Coal
EU27,Sev.en Energy AG,2.2556,Coal
EU27,Bulgarian Energy Holding EAD,1.72458,Coal
EU27,Public Power Corporation SA,1.655,Coal
EU27,E.ON SE,1.6,Coal
EU27,ORLEN SA,1.59855,Coal
EU27,Uniper SE,1.293,Coal
EU27,Ministry of Energy (Romania),1.2738000000000003,Coal
EU27,Electricité de France SA,1.26,Coal
EU27,Asterion Industrial Partners SGEIC SA,1.224,Coal
EU27,ResInvest Holding AS,1.1,Coal
EU27,Uniper SE,1.1,Coal
EU27,Energetický a průmyslový holding AS,0.98,Coal
EU27,Enel Green Power,0.4,Geothermal
EU27,Unknown,0.325,Geothermal
EU27,Enel SpA,0.057,Geothermal
