Country,Type,Parent,Capacity (GW)
Thailand,Coal,Electricity Generating PCL,0.717
Thailand,Coal,Global Power Synergy PCL,0.5941014885114885
Thailand,Coal,GPSC Holding (Thailand) Co Ltd,0.5187515684315684
Thailand,Coal,WHA Corporation PCL,0.22769999999999999
Thailand,Coal,Future Energy Holdings Co Ltd,0.21156
Thailand,Coal,IRPC PCL,0.15043
Thailand,Coal,Sinsukjai Co Ltd,0.099384
Thailand,Coal,Indorama Ventures PCL,0.055
Thailand,Coal,Hiang Seng Fibre Container Co Ltd,0.036
Thailand,Coal,Siam Cement PCL,0.034
Thailand,Coal,Service Holding Co Ltd,0.016727999999999996
Thailand,Coal,small shareholder(s),0.002044943056943057
Thailand,Hydropower,Electricity Generating Authority of Thailand (EGAT),3.93
Thailand,Hydropower,Electricity Generating Authority of Thailand,0.106
Thailand,Hydropower,Unknown,0.036
Thailand,Oil and gas,Gulf Development PCL,6.699975
Thailand,Oil and gas,Electricity Generating Authority of Thailand,5.83025
Thailand,Oil and gas,RATCH Group PCL,4.61193
Thailand,Oil and gas,Global Power Synergy PCL,3.840065034965035
Thailand,Oil and gas,Electric Power Development Co Ltd,3.19518
Thailand,Oil and gas,B.Grimm Power PCL,2.8033
Thailand,Oil and gas,Electricity Generating PCL,2.2321
Thailand,Oil and gas,Mitsui & Co Ltd,1.908345
Thailand,Oil and gas,GPSC Holding (Thailand) Co Ltd,0.7542517482517482
Thailand,Oil and gas,Thai Oil PCL,0.357
Thailand,Oil and gas,Eastern Power Group PCL,0.35
Thailand,Oil and gas,WHA Utilities and Power PLC,0.2309
Thailand,Oil and gas,Rojana Industrial Park PCL,0.20625
Thailand,Oil and gas,Ratch Pathana Energy PCL,0.2027
Thailand,Oil and gas,Melewar Industrial Group Bhd,0.15744
Thailand,Oil and gas,Thai World Power Co Ltd,0.1404
Thailand,Oil and gas,Beagley Copperman BV,0.12
Thailand,Oil and gas,IRPC PCL,0.1176
Thailand,Oil and gas,Absolute Clean Energy PCL,0.114
Thailand,Oil and gas,Unknown,0.0903
Thailand,Oil and gas,Nippon Steel Trading Corp,0.06875
Thailand,Oil and gas,Others,0.41396321678321674
Thailand,Utility-scale solar,Unknown,3.342983057142857
Thailand,Utility-scale solar,Energy Absolute PCL,0.2871
Thailand,Utility-scale solar,Gulf Development PCL,0.2195886
Thailand,Utility-scale solar,Charoen Pokphand Group CO LTD,0.17139
Thailand,Utility-scale solar,Gulf Renewable Energy Co Ltd,0.13672842857142856
Thailand,Utility-scale solar,Electricity Generating PCL,0.06722893714285715
Thailand,Utility-scale solar,Electricity Generating Authority of Thailand,0.06694971428571429
Thailand,Utility-scale solar,Super Energy Corporation PCL,0.047557714285714286
Thailand,Utility-scale solar,Sermsang Power Corporation PLC,0.04524
Thailand,Utility-scale solar,BCPG Public Company LTD (BCPG),0.038193
Thailand,Utility-scale solar,Yanhee Solar Power,0.0261
Thailand,Utility-scale solar,CLP Group,0.02056446857142857
Thailand,Utility-scale solar,Nine A Solar Co Ltd,0.0178
Thailand,Utility-scale solar,Bangchak Solar Energy Co Ltd,0.014633142857142857
Thailand,Utility-scale solar,Northwest Solar Co Ltd,0.0116
Thailand,Utility-scale solar,Solartech Energy Co Ltd,0.009145714285714287
Thailand,Utility-scale solar,Beung Sampan Solar Co Ltd,0.0087
Thailand,Wind,Energy Absolute PCL,0.986
Thailand,Wind,Wind Energy Holding Co Ltd,0.5446666666666666
Thailand,Wind,RATCH Energy,0.104
Thailand,Wind,Gunkul Engineering,0.084
Thailand,Wind,ECGO,0.08
Thailand,Wind,RATCH Group PCL,0.06
Thailand,Wind,Winchai Co Ltd,0.045
Thailand,Wind,Chubu Electric Power Co Inc,0.034666666666666665
Thailand,Wind,Ratch Energy,0.034666666666666665
Thailand,Wind,Greenovation Power ltd.,0.034
Thailand,Wind,Korat Wind Energy Co. Ltd.,0.025
Thailand,Wind,Wind Energy Development Co. Ltd.,0.025
Thailand,Wind,Electricity Generating Authority of Thailand,0.024
Thailand,Wind,Unknown,0.02
Thailand,Wind,B.Grimm Power PCL,0.016
Thailand,Wind,BCPG Public Company LTD (BCPG),0.01
Thailand,Wind,Inter Far East Wind International CO LTD (iWind),0.01
The Gambia,Oil and gas,Unknown,0.061
The Gambia,Oil and gas,Karadeniz Holding AŞ,0.036
The Gambia,Oil and gas,Global Electrical Group Ltd,0.024
The Gambia,Utility-scale solar,Economic Community of West African States (ECOWAS),0.02001
Togo,Hydropower,Communaute Electrique du Benin,0.066
Togo,Oil and gas,KKR & Co. Inc,0.1
Togo,Oil and gas,Emerging Capital Partners,0.03445
Togo,Oil and gas,Unknown,0.0195
Togo,Oil and gas,AXA SA,0.01105
Togo,Utility-scale solar,AMEA Power,0.060899999999999996
Togo,Utility-scale solar,Unknown,0.011
Trinidad and Tobago,Oil and gas,National Investment Fund Holding Company Ltd,0.72
Trinidad and Tobago,Oil and gas,Electricity Commission (Trinidad and Tobago),0.5990599999999999
Trinidad and Tobago,Oil and gas,Marubeni Corp,0.40794
Trinidad and Tobago,Oil and gas,KKR & Co. Inc,0.225
Trinidad and Tobago,Oil and gas,National Enterprises Ltd,0.09414
Tunisia,Hydropower,Unknown,0.025
Tunisia,Oil and gas,Tunisian Company of Electricity and Gas,5.491
Tunisia,Oil and gas,Caterpillar Inc,0.027
Tunisia,Utility-scale solar,AMEA Power,0.0522
Tunisia,Utility-scale solar,TBEA Xinjiang New Energy Co,0.0522
Tunisia,Utility-scale solar,Unknown,0.0226
Tunisia,Utility-scale solar,Tunisian Company of Electricity and Gas,0.013699999999999999
Tunisia,Utility-scale solar,Qair Group,0.013049999999999999
Tunisia,Utility-scale solar,Scatec ASA,0.0087
Tunisia,Utility-scale solar,Kreditanstalt für Wiederaufbau,0.005
Tunisia,Utility-scale solar,Mazarine Energy,0.00435
Tunisia,Wind,Tunisian Company of Electricity and Gas,0.253
Turkmenistan,Oil and gas,Turkmenenergo,6.947
Turkmenistan,Oil and gas,Turkmennebit,0.14
Turkmenistan,Utility-scale solar,Unknown,0.009
Türkiye,Bioenergy,Unknown,0.27002
Türkiye,Bioenergy,Oltan Ve Koleoglu Elektrik Ve Enerji Uretimi Ticaret AŞ,0.094
Türkiye,Bioenergy,Istanbul Metropolitan Municipality,0.085
Türkiye,Bioenergy,Biotrend Cevre ve Enerji Yatirimlari AŞ,0.07131
Türkiye,Bioenergy,British American Tobacco PLC,0.048975000000000005
Türkiye,Bioenergy,Life Insurance Corporation of India Ltd,0.048975000000000005
Türkiye,Bioenergy,Specified Undertaking of the Unit Trust of India,0.048975000000000005
Türkiye,Bioenergy,small shareholder(s),0.048975000000000005
Türkiye,Bioenergy,Auron Energy Ltd,0.044
Türkiye,Bioenergy,Instanbul Energi AŞ,0.037
Türkiye,Bioenergy,Gülsan Holding AŞ,0.035
Türkiye,Bioenergy,Solarus Enerji AŞ,0.028
Türkiye,Bioenergy,Eren Holding AŞ,0.027600000000000003
Türkiye,Bioenergy,Consus Enerji Isletmeciligi ve Hizmetleri AŞ,0.024
Türkiye,Bioenergy,Yesil Yapi Endustrisi AŞ,0.022609999999999998
Türkiye,Bioenergy,Kartallar Holding,0.018
Türkiye,Bioenergy,Nuh Çimento Sanayi AŞ,0.018
Türkiye,Bioenergy,Ortadoğu Holding AŞ,0.017
Türkiye,Bioenergy,Acarsoy Enerji Elektrik Üretim Sanayi ve Ticaret AŞ,0.0158
Türkiye,Bioenergy,Ecogreen Enerji Holding AŞ,0.015
Türkiye,Bioenergy,Bemka Enerji AŞ,0.014
Türkiye,Bioenergy,Others,0.11676
Türkiye,Coal,Eren Holding AŞ,2.79
Türkiye,Coal,Elektrik Uretim AŞ,2.3285
Türkiye,Coal,Çelikler Yatırım Holding AŞ,1.79
Türkiye,Coal,Içdaş Çelik Enerji Tersane Ve Ulaşim Sanayi AŞ,1.52475
Türkiye,Coal,Cengiz Holding AS,1.32
Türkiye,Coal,Konya Şeker Sanayi ve Ticaret AŞ,1.2555
Türkiye,Coal,OYAK Birleşik Enerji AŞ,1.21
Türkiye,Coal,Diler Holding AŞ,1.2
Türkiye,Coal,AVIC-INTL Project Engineering Co Ltd,0.66
Türkiye,Coal,Shanghai Electric Power Co Ltd,0.66
Türkiye,Coal,Aydem Yenilenebilir Enerji AŞ,0.63
Türkiye,Coal,Akçadağ İnşaat Enerji Madencilik AŞ,0.62
Türkiye,Coal,IC Holding,0.525
Türkiye,Coal,Limak Holding AŞ,0.525
Türkiye,Coal,Koloğlu Holding AS,0.51
Türkiye,Coal,İzdemir Enerji Elektrik Üretim AŞ,0.37
Türkiye,Coal,Ciner Group AŞ,0.34425
Türkiye,Coal,Çan2 Termik AŞ,0.33
Türkiye,Coal,Çates Elektrik Üretim AŞ,0.314
Türkiye,Coal,Aksa Enerji Uretim AŞ,0.27
Türkiye,Coal,Unknown,0.08025
Türkiye,Coal,Others,1.21595
Türkiye,Geothermal,Zorlu Enerji,0.306
Türkiye,Geothermal,Mogan Enerji Yatirim Holding,0.258
Türkiye,Geothermal,Turkeler Energy,0.168
Türkiye,Geothermal,Celikler Holding,0.165
Türkiye,Geothermal,Greeneco Enerji Elektrik Üretim AS,0.1275
Türkiye,Geothermal,Gurmat Electric Generation,0.12329999999999999
Türkiye,Geothermal,Maren Maraş Electric Elektrik Uretim AŞ,0.09079999999999999
Türkiye,Geothermal,Unknown,0.0858
Türkiye,Geothermal,Sanko Energy AŞ,0.069
Türkiye,Geothermal,Menderes Geothermal Elektrik AŞ,0.0643
Türkiye,Geothermal,Kipas Holding AŞ,0.048799999999999996
Türkiye,Geothermal,Güriş Holding AS,0.0474
Türkiye,Geothermal,Ormat Technology Inc,0.033
Türkiye,Geothermal,Maspo Energy AS,0.03
Türkiye,Geothermal,Enerjeo,0.0265
Türkiye,Geothermal,3S Kale Enerji Üretim AS,0.025
Türkiye,Geothermal,Bestepeler Enerji Uretim Ticaret AŞ,0.024
Türkiye,Geothermal,Karadeniz Holding AŞ,0.024
Türkiye,Geothermal,Akça Enerji AŞ,0.019399999999999997
Türkiye,Geothermal,Sis Enerji Uretim Anonim Sirketi,0.018600000000000002
Türkiye,Geothermal,Albioma Kuyucak Jeotermal Elektrik Uretim Anonim Sirketi,0.018
Türkiye,Geothermal,Others,0.11996000000000001
Türkiye,Hydropower,Elektrik Üretim AS (EÜAŞ),13.58
Türkiye,Hydropower,Unknown,1.62214
Türkiye,Hydropower,Enerjisa Üretim AŞ,1.031
Türkiye,Hydropower,Özaltın Construction,0.874
Türkiye,Hydropower,Cengiz Construction,0.8545
Türkiye,Hydropower,General Directorate of State Hydraulic Works (DSI),0.692
Türkiye,Hydropower,Aydem Yenilenebilir Enerji AŞ,0.644
Türkiye,Hydropower,Limak Enerji,0.5746
Türkiye,Hydropower,Eti Alüminyum AS,0.54
Türkiye,Hydropower,Sanko Enerji SAN TIC AS,0.401
Türkiye,Hydropower,Energo-Pro,0.38
Türkiye,Hydropower,Elektrik Uretim AŞ,0.369
Türkiye,Hydropower,Doğuş Enerji,0.332
Türkiye,Hydropower,Koloğlu Holding AS,0.32786000000000004
Türkiye,Hydropower,Bilgin Enerji Yatirim Holding AŞ,0.244
Türkiye,Hydropower,Doğuş Holding,0.21442
Türkiye,Hydropower,Doğan Holding,0.20929
Türkiye,Hydropower,Enerjisa Enerji Uretim AS,0.188
Türkiye,Hydropower,Koç Holding AŞ,0.178
Türkiye,Hydropower,Unit Investment NV,0.16929
Türkiye,Hydropower,Ünal Şirketler Grubu,0.159
Türkiye,Hydropower,Others,2.85758
Türkiye,Oil and gas,Elektrik Uretim AŞ,4.917
Türkiye,Oil and gas,ENKA İnşaat ve Sanayi AŞ,4.0
Türkiye,Oil and gas,Limak Energy,1.22
Türkiye,Oil and gas,Aksa Enerji Uretim AŞ,1.1790999999999998
Türkiye,Oil and gas,Habas Industrial and Medical Gases Production Industries AŞ,1.164
Türkiye,Oil and gas,Cengiz Holding AS,0.9809
Türkiye,Oil and gas,Akenerji Elektrik Üretim AŞ,0.904
Türkiye,Oil and gas,Palmet Enerji AŞ,0.894
Türkiye,Oil and gas,Bilgin Enerji Yatirim Holding AŞ,0.89
Türkiye,Oil and gas,E.ON SE,0.8897
Türkiye,Oil and gas,Hacı Ömer Sabancı Holding AŞ,0.8897
Türkiye,Oil and gas,ACWA Power Co,0.83466
Türkiye,Oil and gas,RWE AG,0.5581799999999999
Türkiye,Oil and gas,Unit Investment NV,0.519
Türkiye,Oil and gas,GAMA Holding AŞ,0.430765
Türkiye,Oil and gas,Ciner Soda Holdings (Uk) Ltd,0.38
Türkiye,Oil and gas,Çolakoğlu Metalürji AŞ,0.37639999999999996
Türkiye,Oil and gas,Aliaga Cakmaktepe Enerji Uretim AŞ,0.338
Türkiye,Oil and gas,Cassa Depositi e Prestiti SpA,0.284585
Türkiye,Oil and gas,Bosen Enerji Elektrik Üretim AŞ,0.263
Türkiye,Oil and gas,Unknown,0.026
Türkiye,Oil and gas,Others,4.064894999999999
Türkiye,Utility-scale solar,Unknown,13.16595303030303
Türkiye,Utility-scale solar,Kalyon Holding,1.2642575757575758
Türkiye,Utility-scale solar,Kalyon Gunes Enerjisi Uretim AŞ,0.182
Türkiye,Utility-scale solar,Eti Alüminyum AS,0.14639460606060606
Türkiye,Utility-scale solar,Limak Energy,0.12179999999999999
Türkiye,Utility-scale solar,Akfen Renewable Energy,0.09878630303030303
Türkiye,Utility-scale solar,Ecogreen Elektrik Enerji Uretim AS,0.08975757575757576
Türkiye,Utility-scale solar,Izdem Enerji Yatirim Ür Ve Tic AS,0.0751
Türkiye,Utility-scale solar,Gün Güneş Enerjisi Elektrik Üretim Sanayi Ticaret AS,0.07125
Türkiye,Utility-scale solar,Hidro-Gen Enerji İth İhr Dağ Tic AŞ,0.06866454545454546
Türkiye,Utility-scale solar,Özaltın İnşaat AŞ,0.05454899999999999
Türkiye,Utility-scale solar,Samsun Büyükşehir Belediyesi,0.051431090909090905
Türkiye,Utility-scale solar,Naturel Yenilenebilir Enerji,0.046418
Türkiye,Utility-scale solar,Seferoğlu Elektrik,0.0435
Türkiye,Utility-scale solar,Ece Tur Şirketler Grubu,0.035903030303030305
Türkiye,Utility-scale solar,Cengiz İnşaat,0.0348
Türkiye,Utility-scale solar,Özkoyuncu Madencilik,0.0348
Türkiye,Utility-scale solar,Denge Yapı AŞ,0.032
Türkiye,Utility-scale solar,Cengiz Enerji Sanayii ve Ticaret AŞ,0.031415151515151514
Türkiye,Utility-scale solar,Halk Enerji,0.030974151515151514
Türkiye,Utility-scale solar,Kıvanç Enerji,0.030449999999999998
Türkiye,Utility-scale solar,Others,0.23674918181818183
Türkiye,Wind,Unknown,1.5503
Türkiye,Wind,EDF Renewables,0.6874
Türkiye,Wind,Eksim Enerji Ür AS,0.6068
Türkiye,Wind,Bilgin Rüzgar Santrali Enerji Ür AS,0.366
Türkiye,Wind,Sanko Enerji SAN TIC AS,0.289
Türkiye,Wind,Galata Wind Enerji AS,0.2851
Türkiye,Wind,Lodos Karaburun El Ür AS,0.276
Türkiye,Wind,RT Enerji,0.2655
Türkiye,Wind,Türkerler,0.2355
Türkiye,Wind,Dirkshof Erneuerbare Energien GmbH,0.2112
Türkiye,Wind,Caba Group,0.211
Türkiye,Wind,Olgu En El Ür AS,0.2003
Türkiye,Wind,Universal Wind Enerji Elektrik Üretim AS,0.2
Türkiye,Wind,Fuat Res Elektrik Üretim AS,0.199
Türkiye,Wind,Fina Enerji,0.1988
Türkiye,Wind,Alize En El Ür AS,0.19080000000000003
Türkiye,Wind,Derne En Ür Tic AS,0.17
Türkiye,Wind,Tatlipinar Enerji AŞ,0.14959999999999998
Türkiye,Wind,Ayen Enerji AŞ,0.147
Türkiye,Wind,Ba Res El Ür AS,0.143
Türkiye,Wind,Boylam Enerji Yatirim Ür Ve Tic AS,0.138
Türkiye,Wind,Others,7.250299999999999
Uganda,Bioenergy,East African Holdings Ltd,0.03
Uganda,Bioenergy,Sugar & Allied Industries Ltd,0.012
Uganda,Bioenergy,Sugar Corporation of Uganda Ltd,0.0095
Uganda,Bioenergy,MP Group of Industries,0.0092
Uganda,Hydropower,Uganda Electricity Generation Company LTD (UEGCL),1.163
Uganda,Hydropower,Unknown,0.25
Uganda,Hydropower,African Development Bank,0.042
Uganda,Hydropower,Berkeley Energy,0.042
Uganda,Oil and gas,Electro-Maxx (U) Ltd,0.089
Uganda,Oil and gas,Uganda Electricity Transmission Co Ltd,0.05
Uganda,Oil and gas,Unknown,0.05
Uganda,Utility-scale solar,Unknown,0.07410000000000001
Uganda,Utility-scale solar,Xsabo Group,0.03045
Uganda,Utility-scale solar,Great Lakes Africa Energy (GLAE),0.01044
Ukraine,Coal,Energy of Donbass,3.3
Ukraine,Coal,Cherkasy Khimvolokno JSC,0.18
Ukraine,Hydropower,PJSC Ukrhydroenergo,5.794
Ukraine,Hydropower,"State Enterprise National Nuclear Energy Generating Company ""Energoatom""",0.453
Ukraine,Nuclear,"SE NNEGC ""Energoatom""",13.835
Ukraine,Oil and gas,Kyivteploenergo,1.2
Ukraine,Oil and gas,Rostec Corp,0.9862000000000001
Ukraine,Oil and gas,Vozrozhdeniye JSC,0.82
Ukraine,Oil and gas,Kremenchuk CHP LLC,0.255
Ukraine,Oil and gas,CP Teplokomunenergo CJSC,0.22
Ukraine,Oil and gas,KrymTETs,0.2039
Ukraine,Oil and gas,Shostkaenergo-T LLC,0.0855
Ukraine,Oil and gas,Municipal Enterprise Production Management of Water Supply and Sewerage,0.0285
Ukraine,Utility-scale solar,Unknown,3.27526425
Ukraine,Utility-scale solar,DTEK Renewables,0.42518925
Ukraine,Utility-scale solar,CNBM International Corp,0.25143
Ukraine,Utility-scale solar,Scatec ASA,0.2420079
Ukraine,Utility-scale solar,Elementum Energy Ltd,0.12810749999999999
Ukraine,Utility-scale solar,Penobscot Ltd,0.0696
Ukraine,Utility-scale solar,EcoOptima LLC,0.06264
Ukraine,Utility-scale solar,Fas Energy Ukraine LLC,0.06003
Ukraine,Utility-scale solar,UDP Renewables,0.0504
Ukraine,Utility-scale solar,Ukraine Renewable Energy Holdings Ureh Ltd,0.050112
Ukraine,Utility-scale solar,Acciona SA,0.049589999999999995
Ukraine,Utility-scale solar,Clean Solar Power (Eastern Europe) Ltd,0.04263
Ukraine,Utility-scale solar,VR Capital Group Ltd,0.030449999999999998
Ukraine,Utility-scale solar,FMO,0.030276
Ukraine,Utility-scale solar,UG Power Ltd,0.030015
Ukraine,Utility-scale solar,Kvalisto Holdings LLC,0.02958
Ukraine,Utility-scale solar,Naftogaz of Ukraine JSC,0.02871
Ukraine,Utility-scale solar,Sun Cray LLC,0.026969999999999997
Ukraine,Utility-scale solar,EVE (Basque Energy Agency),0.025665
Ukraine,Utility-scale solar,KREAN (Basque engineering and EPC company part of the Mondragón Corporation),0.025665
Ukraine,Utility-scale solar,Private Owner - Vekirchyk Ivan Ivanovych,0.023176799999999997
Ukraine,Utility-scale solar,Others,0.3525153
Ukraine,Wind,DTEK Renewables,0.214
Ukraine,Wind,Eco Optima Ltd,0.079
Ukraine,Wind,Wind Parks of Ukraine LLC,0.064
Ukraine,Wind,PJSC Wind Park Ochakovskiy,0.042
Ukraine,Wind,Elementum Energy Ltd,0.04
Ukraine,Wind,GUP RK Krymenergo,0.04
Ukraine,Wind,Güriş Holding AS,0.032
Ukraine,Wind,OOO VETRYANOI PARK KERCHENSKI,0.025
Ukraine,Wind,Unknown,0.01684
Ukraine,Wind,Private Owner - Yuliya Sergiivna Tatarchuk,0.00994
Ukraine,Wind,SC Greenpower Plus,0.0014
Ukraine,Wind,Private Owner - Dmytro Sakach Radiyovych,0.00126
Ukraine,Wind,Private Owner - Maksym Efimov Viktorovych,0.00126
United Arab Emirates,Bioenergy,Municipality of Dubai,0.19
United Arab Emirates,Bioenergy,Dubai Electricity and Water Authority PJSC,0.012
United Arab Emirates,Bioenergy,Abu Dhabi National Energy Company PJSC,0.0075
United Arab Emirates,Bioenergy,Abu Dhabi National Oil Co,0.0075
United Arab Emirates,Bioenergy,BEEAH Energy,0.0075
United Arab Emirates,Bioenergy,Mubadala Investment Company PJSC,0.0075
United Arab Emirates,Hydropower,Dubai Electricity and Water Authority (DEWA),0.25
United Arab Emirates,Nuclear,Emirates Nuclear Energy Corp,5.668
United Arab Emirates,Oil and gas,Dubai Electricity and Water Authority PJSC,11.913477222777223
United Arab Emirates,Oil and gas,Abu Dhabi National Energy Company PJSC,6.23305
United Arab Emirates,Oil and gas,Sharjah Electricity & Water Authority,3.82
United Arab Emirates,Oil and gas,Investment Corporation of Dubai,3.36
United Arab Emirates,Oil and gas,Mubadala Investment Company PJSC,3.36
United Arab Emirates,Oil and gas,ENGIE SA,2.60125
United Arab Emirates,Oil and gas,Marubeni Corp,1.872986
United Arab Emirates,Oil and gas,Sumitomo Corp,1.51415
United Arab Emirates,Oil and gas,Abu Dhabi Power Corp,1.44
United Arab Emirates,Oil and gas,Abu Dhabi Water and Electricity Authority,1.16958
United Arab Emirates,Oil and gas,Korea Electric Power Corp,0.90585
United Arab Emirates,Oil and gas,TotalEnergies SE,0.83625
United Arab Emirates,Oil and gas,ADNOC Gas Processing,0.6928
United Arab Emirates,Oil and gas,ACWA Power Co,0.6473526473526474
United Arab Emirates,Oil and gas,Etihad Water and Electricity,0.587
United Arab Emirates,Oil and gas,General Electric Co,0.45
United Arab Emirates,Oil and gas,Sharjah Asset Management,0.45
United Arab Emirates,Oil and gas,Shikoku Electric Power Co Inc,0.45
United Arab Emirates,Oil and gas,Unknown,0.3528
United Arab Emirates,Oil and gas,Harbin Electric Co Ltd,0.3524475524475525
United Arab Emirates,Oil and gas,Sojitz Corp,0.3394
United Arab Emirates,Oil and gas,Others,1.5175065774225773
United Arab Emirates,Utility-scale solar,Dubai Electricity and Water Authority PJSC,3.552832857142857
United Arab Emirates,Utility-scale solar,Abu Dhabi National Energy Company PJSC,1.432664
United Arab Emirates,Utility-scale solar,Jinko Power Technology Co Ltd,0.604798
United Arab Emirates,Utility-scale solar,Masdar Clean Energy,0.4602
United Arab Emirates,Utility-scale solar,EDF Renewables,0.4
United Arab Emirates,Utility-scale solar,Marubeni Corp,0.204798
United Arab Emirates,Utility-scale solar,Unknown,0.1601
United Arab Emirates,Utility-scale solar,ACWA Power Co,0.12436
United Arab Emirates,Utility-scale solar,TotalEnergies SE,0.05
United Arab Emirates,Utility-scale solar,Mubadala Capital LLC,0.018269999999999998
United Arab Emirates,Utility-scale solar,Abu Dhabi Future Energy Co,0.017400000000000002
United Arab Emirates,Utility-scale solar,Electricité de France SA,0.017400000000000002
United Arab Emirates,Utility-scale solar,Sharjah National Oil Corp,0.017400000000000002
United Arab Emirates,Wind,Abu Dhabi Future Energy Co,0.054
United Arab Emirates,Wind,Abu Dhabi Tourism Development and Investment Co,0.0225
United Arab Emirates,Wind,Masdar Clean Energy,0.0225
United Kingdom,Bioenergy,Drax Group PLC,2.58
United Kingdom,Bioenergy,Energetický a průmyslový holding AS,0.42
United Kingdom,Bioenergy,Unknown,0.2963
United Kingdom,Bioenergy,KKR & Co. Inc,0.16895833333333335
United Kingdom,Bioenergy,Enfinium Group Ltd,0.138
United Kingdom,Bioenergy,Veolia Environnement SA,0.1196
United Kingdom,Bioenergy,Equitix Investments North America LP,0.11255833333333334
United Kingdom,Bioenergy,Suez Advanced Solutions Holdings Uk Ltd,0.10246666666666666
United Kingdom,Bioenergy,E.ON SE,0.092
United Kingdom,Bioenergy,Schroders PLC,0.0915
United Kingdom,Bioenergy,Fomento de Construcciones y Contratas SA,0.074
United Kingdom,Bioenergy,Cory Ltd,0.062
United Kingdom,Bioenergy,Fern Trading Ltd,0.0575
United Kingdom,Bioenergy,North London Waste Authority,0.055
United Kingdom,Bioenergy,RWE AG,0.055
United Kingdom,Bioenergy,Sembcorp Industries Ltd,0.0548
United Kingdom,Bioenergy,Wgh Holding Corp,0.05
United Kingdom,Bioenergy,Holmen AB,0.049
United Kingdom,Bioenergy,MVV Energie AG,0.0475
United Kingdom,Bioenergy,UPM-Kymmene Oyj,0.046
United Kingdom,Bioenergy,European Development Corp,0.038
United Kingdom,Bioenergy,Others,0.5646842666666666
United Kingdom,Hydropower,ENGIE SA,2.4
United Kingdom,Hydropower,SSE PLC,1.069
United Kingdom,Hydropower,Drax,0.473
United Kingdom,Hydropower,SIMEC Group,0.09
United Kingdom,Hydropower,Statkraft AS,0.056
United Kingdom,Hydropower,RWE AG,0.032
United Kingdom,Hydropower,Equitix Holdings Ltd,0.03
United Kingdom,Hydropower,Nuclear Decommissioning Authority (United Kingdom),0.03
United Kingdom,Nuclear,EDF Energy Ltd,6.534
United Kingdom,Oil and gas,RWE AG,7.583
United Kingdom,Oil and gas,SSE PLC,5.2401333333333335
United Kingdom,Oil and gas,Energetický a průmyslový holding AS,4.869
United Kingdom,Oil and gas,Uniper SE,4.446
United Kingdom,Oil and gas,Creditas BV,2.56
United Kingdom,Oil and gas,Vpi Holding Ltd,2.0
United Kingdom,Oil and gas,Macquarie Group Ltd,1.669
United Kingdom,Oil and gas,Government of Ireland,1.3401269999999998
United Kingdom,Oil and gas,Vitol Holding II SA,1.33
United Kingdom,Oil and gas,TotalEnergies SE,0.68
United Kingdom,Oil and gas,Equinor ASA,0.6
United Kingdom,Oil and gas,Electricity Supply Board,0.44527999999999995
United Kingdom,Oil and gas,CK Infrastructure Holdings Ltd,0.4193333333333334
United Kingdom,Oil and gas,Electricity First Ltd,0.4193333333333334
United Kingdom,Oil and gas,Whitetower Holdings LLC,0.344
United Kingdom,Oil and gas,Rockland Capital LP,0.308
United Kingdom,Oil and gas,Tiger Infrastructure Associates GP III LP,0.29560000000000003
United Kingdom,Oil and gas,Essar Energy Ltd,0.2
United Kingdom,Oil and gas,Peak Gen Top Co Ltd,0.163
United Kingdom,Oil and gas,Sellafield Ltd,0.155
United Kingdom,Oil and gas,Unknown,0.057593000000000005
United Kingdom,Oil and gas,Others,1.8708
United Kingdom,Utility-scale solar,Unknown,6.7835310625
United Kingdom,Utility-scale solar,Quinbrook Infrastructure Partners Ltd,0.333601875
United Kingdom,Utility-scale solar,Foresight Solar Fund,0.272832
United Kingdom,Utility-scale solar,NextEnergy Solar Fund,0.236724
United Kingdom,Utility-scale solar,Low Carbon Investment Management Ltd,0.179952375
United Kingdom,Utility-scale solar,Bluefield Solar Income Fund,0.172830375
United Kingdom,Utility-scale solar,Octopus Investments Ltd,0.102787
United Kingdom,Utility-scale solar,JBM Solar,0.08804231249999998
United Kingdom,Utility-scale solar,Lightsource Renewable Energy,0.085784125
United Kingdom,Utility-scale solar,Greencoat Capital LLP,0.07125
United Kingdom,Utility-scale solar,Equitix Investment Management Ltd,0.07047
United Kingdom,Utility-scale solar,Low Carbon Storage,0.0446293125
United Kingdom,Utility-scale solar,Magnetar Solar,0.04437
United Kingdom,Utility-scale solar,EDF Renewables,0.043412999999999986
United Kingdom,Utility-scale solar,Enviromena,0.043412999999999986
United Kingdom,Utility-scale solar,Infinis Group,0.043412999999999986
United Kingdom,Utility-scale solar,Intelligent Alternatives Ltd,0.043412999999999986
United Kingdom,Utility-scale solar,Cubico Sustainable Investments,0.04176
United Kingdom,Utility-scale solar,Conrad Energy Ltd,0.040246875
United Kingdom,Utility-scale solar,Allianz Global Investors,0.03915
United Kingdom,Utility-scale solar,Lyceum Solar,0.038715
United Kingdom,Utility-scale solar,Others,1.1002817500000002
United Kingdom,Wind,Unknown,8.18312
United Kingdom,Wind,Ørsted A/S,3.0249
United Kingdom,Wind,ScottishPower Renewables,2.4126
United Kingdom,Wind,SSE Renewables,1.68495
United Kingdom,Wind,Scottish and Southern Energy (SSE),1.5395999999999999
United Kingdom,Wind,Vattenfall AB,1.2056
United Kingdom,Wind,RWE AG,1.05548
